Club,Year,Transfer_Spend,Transfer_Revenue
CD Guadalajara,2012-12-31,,90000.0
FC Barcelona B,2013-12-31,5500000.0,0.0
Real Madrid B,2013-12-31,1000000.0,11000000.0
Villarreal CF,2013-12-31,600000.0,49880000.0
Elche CF,2013-12-31,190000.0,0.0
Racing Santander,2013-12-31,50000.0,200000.0
Xerez CD,2013-12-31,,75000.0
Real Murcia CF,2013-12-31,,0.0
UD Las Palmas,2013-12-31,,2500000.0
Córdoba CF,2013-12-31,,1950000.0
CD Numancia,2013-12-31,,0.0
Sporting Gijón,2013-12-31,,5000000.0
Recreativo Huelva,2013-12-31,,475000.0
UD Almería,2013-12-31,,2800000.0
SD Ponferradina,2013-12-31,,0.0
SD Huesca,2013-12-31,,0.0
Hércules CF,2013-12-31,,450000.0
CD Lugo,2013-12-31,,0.0
CE Sabadell,2013-12-31,,0.0
AD Alcorcón,2013-12-31,,600000.0
Girona FC,2013-12-31,,100000.0
CD Mirandés,2013-12-31,,0.0
CD Guadalajara,2013-12-31,,0.0
FC Barcelona B,2014-12-31,2000000.0,5750000.0
Deportivo de La Coruña,2014-12-31,800000.0,530000.0
Real Zaragoza,2014-12-31,200000.0,11600000.0
Real Madrid B,2014-12-31,150000.0,500000.0
Córdoba CF,2014-12-31,30000.0,1500000.0
Real Jaén,2014-12-31,25000.0,0.0
Real Murcia CF,2014-12-31,,0.0
RCD Mallorca,2014-12-31,,11000000.0
UD Las Palmas,2014-12-31,,3200000.0
CD Tenerife,2014-12-31,,0.0
Deportivo Alavés,2014-12-31,,0.0
SD Eibar,2014-12-31,,0.0
CD Numancia,2014-12-31,,0.0
Sporting Gijón,2014-12-31,,5500000.0
Recreativo Huelva,2014-12-31,,1100000.0
SD Ponferradina,2014-12-31,,0.0
Hércules CF,2014-12-31,,2000000.0
CD Lugo,2014-12-31,,0.0
CE Sabadell,2014-12-31,,0.0
AD Alcorcón,2014-12-31,,1200000.0
Girona FC,2014-12-31,,0.0
CD Mirandés,2014-12-31,,0.0
FC Barcelona B,2015-12-31,5030000.0,880000.0
Real Betis Balompié,2015-12-31,3500000.0,1400000.0
Sporting Gijón,2015-12-31,1000000.0,2530000.0
CD Tenerife,2015-12-31,20000.0,2000000.0
Real Zaragoza,2015-12-31,,2200000.0
RCD Mallorca,2015-12-31,,0.0
CA Osasuna,2015-12-31,,4099999.9999999995
Real Valladolid CF,2015-12-31,,0.0
UD Las Palmas,2015-12-31,,150000.0
Racing Santander,2015-12-31,,200000.0
Deportivo Alavés,2015-12-31,,1000000.0
CD Leganés,2015-12-31,,0.0
Albacete Balompié,2015-12-31,,0.0
CD Numancia,2015-12-31,,0.0
Recreativo Huelva,2015-12-31,,2100000.0
SD Ponferradina,2015-12-31,,12000.0
CD Lugo,2015-12-31,,0.0
CE Sabadell,2015-12-31,,0.0
AD Alcorcón,2015-12-31,,0.0
Girona FC,2015-12-31,,0.0
CD Mirandés,2015-12-31,,0.0
UE Llagostera,2015-12-31,,0.0
Elche CF,2016-12-31,1500000.0,7650000.0
UD Almería,2016-12-31,1350000.0,3150000.0
RCD Mallorca,2016-12-31,700000.0,3900000.0
Córdoba CF,2016-12-31,500000.0,900000.0
Real Valladolid CF,2016-12-31,450000.0,750000.0
Albacete Balompié,2016-12-31,370000.0,0.0
Gimnàstic de Tarragona,2016-12-31,150000.0,0.0
Girona FC,2016-12-31,100000.0,300000.0
Deportivo Alavés,2016-12-31,60000.0,0.0
Real Zaragoza,2016-12-31,50000.0,5000000.0
CA Osasuna,2016-12-31,,0.0
CD Tenerife,2016-12-31,,50000.0
CD Leganés,2016-12-31,,300000.0
CD Numancia,2016-12-31,,250000.0
Real Oviedo,2016-12-31,,0.0
SD Ponferradina,2016-12-31,,475000.0
SD Huesca,2016-12-31,,0.0
Bilbao Athletic,2016-12-31,,0.0
CD Lugo,2016-12-31,,0.0
AD Alcorcón,2016-12-31,,0.0
CD Mirandés,2016-12-31,,300000.0
UE Llagostera,2016-12-31,,100000.0
Levante UD,2017-12-31,3150000.0,4670000.0
Sevilla Atlético,2017-12-31,2300000.0,0.0
Getafe CF,2017-12-31,1350000.0,3000000.0
UD Almería,2017-12-31,1000000.0,0.0
Gimnàstic de Tarragona,2017-12-31,360000.0,3000000.0
Real Zaragoza,2017-12-31,100000.0,1200000.0
CD Mirandés,2017-12-31,30000.0,0.0
RCD Mallorca,2017-12-31,,0.0
Real Valladolid CF,2017-12-31,,0.0
Rayo Vallecano,2017-12-31,,4000000.0
CD Tenerife,2017-12-31,,3200000.0
Córdoba CF,2017-12-31,,6200000.0
Elche CF,2017-12-31,,1700000.0
CD Numancia,2017-12-31,,0.0
Real Oviedo,2017-12-31,,0.0
Cádiz CF,2017-12-31,,0.0
SD Huesca,2017-12-31,,500000.0
CD Lugo,2017-12-31,,200000.0
AD Alcorcón,2017-12-31,,850000.0
Girona FC,2017-12-31,,0.0
CF Reus Deportiu,2017-12-31,,0.0
UCAM Murcia CF,2017-12-31,,0.0
FC Barcelona B,2018-12-31,6010000.0,3800000.0
CA Osasuna,2018-12-31,4150000.0000000005,12750000.0
Sevilla Atlético,2018-12-31,3500000.0,3200000.0
Sporting Gijón,2018-12-31,1750000.0,7000000.0
CD Tenerife,2018-12-31,1000000.0,850000.0
Córdoba CF,2018-12-31,900000.0,100000.0
Cádiz CF,2018-12-31,850000.0,2000000.0
SD Huesca,2018-12-31,400000.0,3800000.0
Real Zaragoza,2018-12-31,300000.0,0.0
Real Valladolid CF,2018-12-31,200000.0,3400000.0
Granada CF,2018-12-31,130000.0,6990000.0
AD Alcorcón,2018-12-31,100000.0,1720000.0
UD Almería,2018-12-31,70000.0,2200000.0
Lorca FC,2018-12-31,42000.0,0.0
Rayo Vallecano,2018-12-31,,0.0
Albacete Balompié,2018-12-31,,400000.0
CD Numancia,2018-12-31,,700000.0
Real Oviedo,2018-12-31,,0.0
CD Leonesa,2018-12-31,,550000.0
Gimnàstic de Tarragona,2018-12-31,,1500000.0
CD Lugo,2018-12-31,,1300000.0
CF Reus Deportiu,2018-12-31,,0.0
Deportivo de La Coruña,2019-12-31,10280000.0,22700000.0
UD Las Palmas,2019-12-31,3900000.0,5800000.0
Sporting Gijón,2019-12-31,2500000.0,7400000.0
Málaga CF,2019-12-31,1850000.0,12600000.0
CA Osasuna,2019-12-31,1600000.0,3450000.0
CD Lugo,2019-12-31,1600000.0,3580000.0
Córdoba CF,2019-12-31,1500000.0,7300000.0
Granada CF,2019-12-31,650000.0,3320000.0
RCD Mallorca,2019-12-31,495000.0,0.0
Elche CF,2019-12-31,450000.0,4000000.0
CD Tenerife,2019-12-31,400000.0,3650000.0
Cádiz CF,2019-12-31,300000.0,4800000.0
Real Oviedo,2019-12-31,220000.0,0.0
Real Zaragoza,2019-12-31,150000.0,125000.0
UD Almería,2019-12-31,150000.0,2900000.0
Rayo Majadahonda,2019-12-31,70000.0,100000.0
Albacete Balompié,2019-12-31,,550000.0
CD Numancia,2019-12-31,,1950000.0
Gimnàstic de Tarragona,2019-12-31,,2100000.0
AD Alcorcón,2019-12-31,,0.0
CF Reus Deportiu,2019-12-31,,0.0
Extremadura UD,2019-12-31,,3200000.0
UD Almería,2020-12-31,27020000.0,5400000.0
Rayo Vallecano,2020-12-31,8000000.0,20300000.0
Girona FC,2020-12-31,5300000.0,25400000.0
Sporting Gijón,2020-12-31,5050000.0,6800000.0
Real Zaragoza,2020-12-31,3450000.0,7800000.0
SD Huesca,2020-12-31,2300000.0,11500000.0
Albacete Balompié,2020-12-31,2180000.0,2000000.0
Cádiz CF,2020-12-31,700000.0,6500000.0
CD Tenerife,2020-12-31,350000.0,2000000.0
CD Numancia,2020-12-31,300000.0,450000.0
Extremadura UD,2020-12-31,300000.0,50000.0
CD Lugo,2020-12-31,250000.0,1300000.0
SD Ponferradina,2020-12-31,50000.0,600000.0
UD Las Palmas,2020-12-31,,25700000.0
Racing Santander,2020-12-31,,850000.0
Deportivo de La Coruña,2020-12-31,,7300000.0
Málaga CF,2020-12-31,,18490000.0
Elche CF,2020-12-31,,5500000.0
Real Oviedo,2020-12-31,,0.0
AD Alcorcón,2020-12-31,,1800000.0
CD Mirandés,2020-12-31,,0.0
CF Fuenlabrada,2020-12-31,,0.0
UD Almería,2021-12-31,21650000.0,24000000.0
CD Leganés,2021-12-31,3500000.0,1500000.0
RCD Mallorca,2021-12-31,2900000.0,0.0
RCD Espanyol Barcelona,2021-12-31,2760000.0,9700000.0
CF Fuenlabrada,2021-12-31,2750000.0,0.0
UD Las Palmas,2021-12-31,150000.0,4000000.0
CD Mirandés,2021-12-31,130000.0,0.0
CD Castellón,2021-12-31,100000.0,0.0
AD Alcorcón,2021-12-31,80000.0,0.0
Real Zaragoza,2021-12-31,,6200000.0
Rayo Vallecano,2021-12-31,,1000000.0
CD Tenerife,2021-12-31,,6000000.0
Málaga CF,2021-12-31,,3500000.0
Albacete Balompié,2021-12-31,,0.0
Sporting Gijón,2021-12-31,,0.0
Real Oviedo,2021-12-31,,0.0
SD Ponferradina,2021-12-31,,0.0
FC Cartagena,2021-12-31,,0.0
CD Lugo,2021-12-31,,0.0
CE Sabadell,2021-12-31,,0.0
Girona FC,2021-12-31,,9320000.0
UD Logroñés,2021-12-31,,0.0
UD Almería,2022-12-31,11850000.0,6500000.0
SD Eibar,2022-12-31,3600000.0,500000.0
Real Valladolid CF,2022-12-31,2000000.0,8500000.0
Real Sociedad B,2022-12-31,2000000.0,0.0
SD Huesca,2022-12-31,1500000.0,6000000.0
Real Oviedo,2022-12-31,500000.0,0.0
CD Tenerife,2022-12-31,200000.0,0.0
UD Las Palmas,2022-12-31,15000.0,1460000.0
