Club,Year,Transfer_Spend,Transfer_Revenue
Manchester United,2019-12-31,82700000.0,30550000.0
Arsenal FC,2019-12-31,80150000.0,9100000.0
Manchester City,2019-12-31,78590000.0,57600000.0
Southampton FC,2019-12-31,62250000.0,26100000.0
Newcastle United,2019-12-31,59750000.0,51050000.0
Cardiff City,2019-12-31,51200000.0,0.0
Huddersfield Town,2019-12-31,50700000.0,12330000.0
Burnley FC,2019-12-31,33000000.0,8000000.0
Watford FC,2019-12-31,30100000.0,51840000.0
Crystal Palace,2019-12-31,11850000.0,350000.0
Tottenham Hotspur,2019-12-31,,5350000.0
Manchester United,2020-12-31,234800000.0,81180000.0
Arsenal FC,2020-12-31,160400000.0,53650000.0
Manchester City,2020-12-31,159520000.0,71000000.0
Aston Villa,2020-12-31,159500000.0,3000000.0
Tottenham Hotspur,2020-12-31,148500000.0,64500000.0
Everton FC,2020-12-31,121000000.0,87800000.0
West Ham United,2020-12-31,119800000.0,55230000.0
Wolverhampton Wanderers,2020-12-31,116700000.0,24100000.0
Leicester City,2020-12-31,104300000.0,88500000.0
Brighton & Hove Albion,2020-12-31,74940000.0,8500000.0
Newcastle United,2020-12-31,72900000.0,35640000.0
Sheffield United,2020-12-31,70500000.0,350000.0
Southampton FC,2020-12-31,65599999.99999999,27300000.0
AFC Bournemouth,2020-12-31,54910000.0,34630000.0
Watford FC,2020-12-31,48500000.0,25400000.0
Chelsea FC,2020-12-31,45000000.0,157270000.0
Burnley FC,2020-12-31,23850000.0,13550000.0
Liverpool FC,2020-12-31,10400000.0,48600000.0
Norwich City,2020-12-31,8820000.0,2200000.0
Crystal Palace,2020-12-31,7600000.0,55380000.0
Chelsea FC,2021-12-31,247200000.0,58800000.0
Manchester City,2021-12-31,161800000.0,61650000.0
Tottenham Hotspur,2021-12-31,110500000.0,13300000.0
Leeds United,2021-12-31,105800000.0,0.0
Aston Villa,2021-12-31,101350000.0,2770000.0
Arsenal FC,2021-12-31,86000000.0,19150000.0
Wolverhampton Wanderers,2021-12-31,84800000.0,79200000.0
Manchester United,2021-12-31,83800000.0,19000000.0
Liverpool FC,2021-12-31,82650000.0,17200000.0
Everton FC,2021-12-31,74870000.0,4430000.0
Sheffield United,2021-12-31,62700000.0,0.0
Leicester City,2021-12-31,58000000.0,53770000.0
West Ham United,2021-12-31,54700000.0,45410000.0
West Bromwich Albion,2021-12-31,42140000.0,10100000.0
Newcastle United,2021-12-31,39000000.0,275000.0
Southampton FC,2021-12-31,37300000.0,26300000.0
Fulham FC,2021-12-31,37250000.0,0.0
Brighton & Hove Albion,2021-12-31,28500000.0,20600000.0
Crystal Palace,2021-12-31,22400000.0,20000000.0
Burnley FC,2021-12-31,1100000.0,2300000.0
Arsenal FC,2022-12-31,165600000.0,30900000.0
Manchester United,2022-12-31,140000000.0,29100000.0
Manchester City,2022-12-31,127500000.0,38800000.0
Chelsea FC,2022-12-31,120000000.0,122350000.0
Aston Villa,2022-12-31,105600000.0,127500000.0
Crystal Palace,2022-12-31,73440000.0,0.0
West Ham United,2022-12-31,72800000.0,3000000.0
Leicester City,2022-12-31,67600000.0,4000000.0
Tottenham Hotspur,2022-12-31,66900000.00000001,32700000.000000004
Norwich City,2022-12-31,66150000.00000001,38400000.0
Leeds United,2022-12-31,58900000.0,0.0
Brighton & Hove Albion,2022-12-31,57000000.0,62500000.0
Southampton FC,2022-12-31,43100000.0,64150000.00000001
Liverpool FC,2022-12-31,40000000.0,27500000.0
Brentford FC,2022-12-31,38200000.0,0.0
Burnley FC,2022-12-31,31900000.0,9300000.0
Newcastle United,2022-12-31,29400000.0,0.0
Wolverhampton Wanderers,2022-12-31,26300000.0,31500000.0
Watford FC,2022-12-31,18800000.0,14550000.0
Everton FC,2022-12-31,2000000.0,8000000.0
Feyenoord Rotterdam,1996-12-31,8410000.0,0.0
PSV Eindhoven,1996-12-31,3770000.0,2250000.0
Ajax Amsterdam,1996-12-31,2250000.0,3620000.0
SC Heerenveen,1996-12-31,227000.0,0.0
NAC Breda,1996-12-31,,136000.0
Roda JC Kerkrade,1996-12-31,,4350000.0
FC Utrecht,1996-12-31,,0.0
FC Groningen,1996-12-31,,0.0
RKC Waalwijk,1996-12-31,,0.0
FC Twente,1996-12-31,,0.0
Fortuna Sittard,1996-12-31,,0.0
Willem II,1996-12-31,,2410000.0
NEC Nijmegen,1996-12-31,,0.0
Sparta Rotterdam,1996-12-31,,725000.0
Vitesse,1996-12-31,,0.0
De Graafschap,1996-12-31,,0.0
FC Volendam,1996-12-31,,0.0
Go Ahead Eagles,1996-12-31,,360000.0
PSV Eindhoven,1997-12-31,5000000.0,15000000.0
Ajax Amsterdam,1997-12-31,4810000.0,13930000.0
Vitesse,1997-12-31,2680000.0,0.0
FC Twente,1997-12-31,700000.0,900000.0
FC Utrecht,1997-12-31,500000.0,0.0
SC Heerenveen,1997-12-31,360000.0,0.0
AZ Alkmaar,1997-12-31,340000.0,0.0
NAC Breda,1997-12-31,,500000.0
Roda JC Kerkrade,1997-12-31,,2000000.0
FC Groningen,1997-12-31,,0.0
Feyenoord Rotterdam,1997-12-31,,0.0
RKC Waalwijk,1997-12-31,,0.0
Fortuna Sittard,1997-12-31,,0.0
Willem II,1997-12-31,,0.0
NEC Nijmegen,1997-12-31,,0.0
Sparta Rotterdam,1997-12-31,,1260000.0
De Graafschap,1997-12-31,,0.0
FC Volendam,1997-12-31,,1400000.0
Ajax Amsterdam,1998-12-31,20080000.0,12510000.0
Feyenoord Rotterdam,1998-12-31,9600000.0,7670000.0
PSV Eindhoven,1998-12-31,4650000.0,1000000.0
Vitesse,1998-12-31,1600000.0,6000000.0
SC Heerenveen,1998-12-31,1580000.0,5200000.0
NAC Breda,1998-12-31,500000.0,0.0
MVV Maastricht,1998-12-31,500000.0,0.0
Roda JC Kerkrade,1998-12-31,,3800000.0
FC Utrecht,1998-12-31,,3400000.0
FC Groningen,1998-12-31,,0.0
RKC Waalwijk,1998-12-31,,0.0
FC Twente,1998-12-31,,500000.0
Fortuna Sittard,1998-12-31,,900000.0
Willem II,1998-12-31,,2700000.0
NEC Nijmegen,1998-12-31,,0.0
Sparta Rotterdam,1998-12-31,,0.0
De Graafschap,1998-12-31,,0.0
FC Volendam,1998-12-31,,0.0
PSV Eindhoven,1999-12-31,17650000.0,42200000.0
Ajax Amsterdam,1999-12-31,8000000.0,15000000.0
Feyenoord Rotterdam,1999-12-31,3200000.0,8850000.0
SC Heerenveen,1999-12-31,2140000.0,7010000.0
FC Twente,1999-12-31,720000.0,1000000.0
RKC Waalwijk,1999-12-31,455000.0,450000.0
Willem II,1999-12-31,450000.0,3200000.0
Roda JC Kerkrade,1999-12-31,380000.0,0.0
FC Utrecht,1999-12-31,150000.0,0.0
NEC Nijmegen,1999-12-31,150000.0,0.0
Sparta Rotterdam,1999-12-31,11000.0,2140000.0
NAC Breda,1999-12-31,,1380000.0
SC Cambuur,1999-12-31,,0.0
MVV Maastricht,1999-12-31,,380000.0
Fortuna Sittard,1999-12-31,,0.0
Vitesse,1999-12-31,,600000.0
De Graafschap,1999-12-31,,300000.0
AZ Alkmaar,1999-12-31,,0.0
Ajax Amsterdam,2000-12-31,23700000.0,24000000.0
PSV Eindhoven,2000-12-31,7700000.0,9600000.0
Vitesse,2000-12-31,6850000.0,19100000.0
Willem II,2000-12-31,4059999.9999999995,3900000.0
Feyenoord Rotterdam,2000-12-31,3860000.0,150000.0
FC Twente,2000-12-31,1000000.0,3800000.0
FC Utrecht,2000-12-31,650000.0,6400000.0
AZ Alkmaar,2000-12-31,400000.0,150000.0
SC Heerenveen,2000-12-31,350000.0,1360000.0
NEC Nijmegen,2000-12-31,345000.0,0.0
SC Cambuur,2000-12-31,,225000.0
Roda JC Kerkrade,2000-12-31,,0.0
RKC Waalwijk,2000-12-31,,315000.0
MVV Maastricht,2000-12-31,,0.0
Fortuna Sittard,2000-12-31,,2700000.0
FC Den Bosch,2000-12-31,,0.0
Sparta Rotterdam,2000-12-31,,4650000.0
De Graafschap,2000-12-31,,2049999.9999999998
PSV Eindhoven,2001-12-31,14000000.0,240000.0
Vitesse,2001-12-31,12770000.0,6800000.0
Ajax Amsterdam,2001-12-31,5300000.0,18950000.0
Feyenoord Rotterdam,2001-12-31,4700000.0,18600000.0
AZ Alkmaar,2001-12-31,3300000.0,5400000.0
FC Twente,2001-12-31,2480000.0,3600000.0
Roda JC Kerkrade,2001-12-31,1750000.0,12700000.0
Fortuna Sittard,2001-12-31,1200000.0,0.0
SC Heerenveen,2001-12-31,1100000.0,540000.0
FC Utrecht,2001-12-31,1000000.0,2750000.0
NAC Breda,2001-12-31,450000.0,0.0
FC Groningen,2001-12-31,450000.0,0.0
RKC Waalwijk,2001-12-31,375000.0,4300000.0
Willem II,2001-12-31,,2700000.0
NEC Nijmegen,2001-12-31,,220000.0
Sparta Rotterdam,2001-12-31,,0.0
De Graafschap,2001-12-31,,0.0
RBC Roosendaal,2001-12-31,,0.0
PSV Eindhoven,2002-12-31,17700000.0,31200000.0
Ajax Amsterdam,2002-12-31,15500000.0,4500000.0
Feyenoord Rotterdam,2002-12-31,14550000.0,7400000.0
Roda JC Kerkrade,2002-12-31,2650000.0,1800000.0
NEC Nijmegen,2002-12-31,1900000.0,2350000.0
AZ Alkmaar,2002-12-31,1600000.0,0.0
RKC Waalwijk,2002-12-31,1400000.0,5630000.0
FC Twente,2002-12-31,1300000.0,8400000.0
Willem II,2002-12-31,585000.0,1000000.0
FC Utrecht,2002-12-31,500000.0,3800000.0
SC Heerenveen,2002-12-31,500000.0,0.0
NAC Breda,2002-12-31,375000.0,0.0
FC Groningen,2002-12-31,,450000.0
Fortuna Sittard,2002-12-31,,0.0
FC Den Bosch,2002-12-31,,0.0
Sparta Rotterdam,2002-12-31,,1600000.0
Vitesse,2002-12-31,,2500000.0
De Graafschap,2002-12-31,,400000.0
PSV Eindhoven,2003-12-31,18150000.0,200000.0
Feyenoord Rotterdam,2003-12-31,6500000.0,650000.0
Ajax Amsterdam,2003-12-31,5030000.0,400000.0
Vitesse,2003-12-31,2000000.0,11750000.0
AZ Alkmaar,2003-12-31,950000.0,150000.0
FC Groningen,2003-12-31,500000.0,4650000.0
NAC Breda,2003-12-31,350000.0,500000.0
SC Heerenveen,2003-12-31,90000.0,3000000.0
Roda JC Kerkrade,2003-12-31,,0.0
FC Utrecht,2003-12-31,,0.0
RKC Waalwijk,2003-12-31,,4300000.0
FC Twente,2003-12-31,,0.0
Willem II,2003-12-31,,0.0
NEC Nijmegen,2003-12-31,,0.0
De Graafschap,2003-12-31,,3180000.0
Excelsior Rotterdam,2003-12-31,,0.0
RBC Roosendaal,2003-12-31,,0.0
FC Zwolle,2003-12-31,,0.0
Feyenoord Rotterdam,2004-12-31,11500000.0,9500000.0
Ajax Amsterdam,2004-12-31,11200000.0,30600000.0
PSV Eindhoven,2004-12-31,4000000.0,0.0
NEC Nijmegen,2004-12-31,1980000.0,0.0
Roda JC Kerkrade,2004-12-31,1000000.0,1850000.0
FC Twente,2004-12-31,650000.0,3850000.0
ADO Den Haag,2004-12-31,200000.0,0.0
NAC Breda,2004-12-31,,0.0
FC Utrecht,2004-12-31,,1000000.0
FC Groningen,2004-12-31,,3200000.0
RKC Waalwijk,2004-12-31,,0.0
SC Heerenveen,2004-12-31,,750000.0
Willem II,2004-12-31,,0.0
Vitesse,2004-12-31,,2500000.0
FC Volendam,2004-12-31,,0.0
AZ Alkmaar,2004-12-31,,0.0
RBC Roosendaal,2004-12-31,,0.0
FC Zwolle,2004-12-31,,0.0
PSV Eindhoven,2005-12-31,12020000.0,31900000.0
Ajax Amsterdam,2005-12-31,7400000.0,20280000.0
Feyenoord Rotterdam,2005-12-31,3180000.0,10500000.0
FC Groningen,2005-12-31,2049999.9999999998,0.0
SC Heerenveen,2005-12-31,1530000.0,2920000.0
FC Twente,2005-12-31,1400000.0,300000.0
NAC Breda,2005-12-31,145000.0,1970000.0
ADO Den Haag,2005-12-31,50000.0,0.0
De Graafschap,2005-12-31,20000.0,0.0
Roda JC Kerkrade,2005-12-31,,625000.0
FC Utrecht,2005-12-31,,0.0
RKC Waalwijk,2005-12-31,,1500000.0
Willem II,2005-12-31,,0.0
FC Den Bosch,2005-12-31,,0.0
NEC Nijmegen,2005-12-31,,0.0
Vitesse,2005-12-31,,750000.0
AZ Alkmaar,2005-12-31,,0.0
RBC Roosendaal,2005-12-31,,70000.0
Ajax Amsterdam,2006-12-31,15500000.0,13250000.0
PSV Eindhoven,2006-12-31,6750000.0,15630000.0
AZ Alkmaar,2006-12-31,3650000.0,9700000.0
Feyenoord Rotterdam,2006-12-31,3400000.0,9800000.0
Vitesse,2006-12-31,2980000.0,2450000.0
SC Heerenveen,2006-12-31,1400000.0,18100000.0
Roda JC Kerkrade,2006-12-31,800000.0,1350000.0
FC Twente,2006-12-31,800000.0,2700000.0
NEC Nijmegen,2006-12-31,800000.0,150000.0
FC Groningen,2006-12-31,700000.0,0.0
Willem II,2006-12-31,565000.0,0.0
ADO Den Haag,2006-12-31,400000.0,850000.0
Heracles Almelo,2006-12-31,200000.0,0.0
RKC Waalwijk,2006-12-31,125000.0,1700000.0
NAC Breda,2006-12-31,,0.0
FC Utrecht,2006-12-31,,0.0
Sparta Rotterdam,2006-12-31,,850000.0
RBC Roosendaal,2006-12-31,,0.0
PSV Eindhoven,2007-12-31,16050000.0,10450000.0
AZ Alkmaar,2007-12-31,14130000.0,15080000.0
Ajax Amsterdam,2007-12-31,9250000.0,7630000.0
SC Heerenveen,2007-12-31,8340000.0,325000.0
Feyenoord Rotterdam,2007-12-31,7000000.0,24400000.0
Vitesse,2007-12-31,2900000.0,200000.0
FC Groningen,2007-12-31,1810000.0,4250000.0
RKC Waalwijk,2007-12-31,750000.0,3040000.0
NAC Breda,2007-12-31,700000.0,1250000.0
Heracles Almelo,2007-12-31,600000.0,0.0
FC Twente,2007-12-31,550000.0,450000.0
Roda JC Kerkrade,2007-12-31,400000.0,10960000.0
NEC Nijmegen,2007-12-31,400000.0,0.0
Sparta Rotterdam,2007-12-31,200000.0,750000.0
FC Utrecht,2007-12-31,140000.0,4300000.0
Willem II,2007-12-31,50000.0,5750000.0
Excelsior Rotterdam,2007-12-31,,0.0
ADO Den Haag,2007-12-31,,0.0
AZ Alkmaar,2008-12-31,35050000.0,14950000.0
Ajax Amsterdam,2008-12-31,26020000.0,52250000.0
PSV Eindhoven,2008-12-31,18600000.0,23000000.0
Feyenoord Rotterdam,2008-12-31,14000000.0,19000000.0
SC Heerenveen,2008-12-31,8850000.0,25400000.0
FC Groningen,2008-12-31,7500000.0,16950000.0
FC Utrecht,2008-12-31,1600000.0,0.0
Roda JC Kerkrade,2008-12-31,930000.0,1000000.0
Heracles Almelo,2008-12-31,800000.0,0.0
Willem II,2008-12-31,650000.0,7700000.0
NAC Breda,2008-12-31,580000.0,1780000.0
Vitesse,2008-12-31,425000.0,6150000.0
FC Twente,2008-12-31,200000.0,1300000.0
VVV-Venlo,2008-12-31,175000.0,230000.0
NEC Nijmegen,2008-12-31,,2000000.0
Sparta Rotterdam,2008-12-31,,1050000.0
De Graafschap,2008-12-31,,600000.0
Excelsior Rotterdam,2008-12-31,,0.0
Ajax Amsterdam,2009-12-31,34250000.0,37850000.0
PSV Eindhoven,2009-12-31,19800000.0,23000000.0
SC Heerenveen,2009-12-31,9100000.0,25100000.0
FC Twente,2009-12-31,8100000.0,16700000.0
FC Groningen,2009-12-31,8029999.999999999,4300000.0
Feyenoord Rotterdam,2009-12-31,5150000.0,0.0
AZ Alkmaar,2009-12-31,4280000.0,2800000.0
FC Utrecht,2009-12-31,1750000.0,2500000.0
ADO Den Haag,2009-12-31,1080000.0,1800000.0
Vitesse,2009-12-31,1000000.0,1900000.0
Willem II,2009-12-31,800000.0,500000.0
Heracles Almelo,2009-12-31,525000.0,0.0
Roda JC Kerkrade,2009-12-31,515000.0,400000.0
NEC Nijmegen,2009-12-31,360000.0,5950000.0
De Graafschap,2009-12-31,325000.0,360000.0
NAC Breda,2009-12-31,75000.0,2900000.0
Sparta Rotterdam,2009-12-31,,6250000.0
FC Volendam,2009-12-31,,0.0
Ajax Amsterdam,2010-12-31,12300000.0,13140000.0
FC Twente,2010-12-31,9200000.0,11000000.0
PSV Eindhoven,2010-12-31,7100000.0,6300000.0
AZ Alkmaar,2010-12-31,6000000.0,13000000.0
FC Utrecht,2010-12-31,5800000.0,0.0
Feyenoord Rotterdam,2010-12-31,5400000.0,800000.0
SC Heerenveen,2010-12-31,3700000.0,9800000.0
NEC Nijmegen,2010-12-31,2270000.0,570000.0
FC Groningen,2010-12-31,1960000.0,10000000.0
ADO Den Haag,2010-12-31,200000.0,0.0
VVV-Venlo,2010-12-31,100000.0,6000000.0
Sparta Rotterdam,2010-12-31,50000.0,0.0
NAC Breda,2010-12-31,,0.0
Roda JC Kerkrade,2010-12-31,,5200000.0
RKC Waalwijk,2010-12-31,,0.0
Willem II,2010-12-31,,0.0
Vitesse,2010-12-31,,3600000.0
Heracles Almelo,2010-12-31,,1400000.0
FC Twente,2011-12-31,13400000.0,14480000.0
PSV Eindhoven,2011-12-31,9500000.0,6300000.0
Vitesse,2011-12-31,5800000.0,2100000.0
Ajax Amsterdam,2011-12-31,5000000.0,29200000.0
AZ Alkmaar,2011-12-31,3100000.0,17300000.0
SC Heerenveen,2011-12-31,2750000.0,2250000.0
FC Groningen,2011-12-31,2650000.0,275000.0
FC Utrecht,2011-12-31,1250000.0,0.0
Feyenoord Rotterdam,2011-12-31,200000.0,0.0
Roda JC Kerkrade,2011-12-31,100000.0,0.0
NAC Breda,2011-12-31,,725000.0
Willem II,2011-12-31,,550000.0
NEC Nijmegen,2011-12-31,,700000.0
De Graafschap,2011-12-31,,0.0
Excelsior Rotterdam,2011-12-31,,0.0
ADO Den Haag,2011-12-31,,150000.0
Heracles Almelo,2011-12-31,,2750000.0
VVV-Venlo,2011-12-31,,0.0
PSV Eindhoven,2012-12-31,27250000.0,15800000.0
Ajax Amsterdam,2012-12-31,13280000.0,13630000.0
FC Twente,2012-12-31,8500000.0,18000000.0
FC Utrecht,2012-12-31,8000000.0,19780000.0
AZ Alkmaar,2012-12-31,4600000.0,14450000.0
Vitesse,2012-12-31,2820000.0,350000.0
FC Groningen,2012-12-31,1960000.0,9540000.0
SC Heerenveen,2012-12-31,1450000.0,2350000.0
De Graafschap,2012-12-31,375000.0,0.0
Roda JC Kerkrade,2012-12-31,350000.0,700000.0
Heracles Almelo,2012-12-31,300000.0,1500000.0
VVV-Venlo,2012-12-31,200000.0,5000000.0
ADO Den Haag,2012-12-31,175000.0,2250000.0
NAC Breda,2012-12-31,,450000.0
Feyenoord Rotterdam,2012-12-31,,12200000.0
RKC Waalwijk,2012-12-31,,550000.0
NEC Nijmegen,2012-12-31,,7180000.0
Excelsior Rotterdam,2012-12-31,,0.0
FC Twente,2013-12-31,18000000.0,24500000.0
PSV Eindhoven,2013-12-31,8800000.0,1450000.0
Ajax Amsterdam,2013-12-31,5720000.0,32750000.0
AZ Alkmaar,2013-12-31,4950000.0,11500000.0
FC Groningen,2013-12-31,2830000.0,6290000.0
Vitesse,2013-12-31,2550000.0,5050000.0
SC Heerenveen,2013-12-31,2000000.0,15100000.0
FC Utrecht,2013-12-31,1550000.0,0.0
Feyenoord Rotterdam,2013-12-31,1400000.0,6700000.0
ADO Den Haag,2013-12-31,468000.0,2049999.9999999998
VVV-Venlo,2013-12-31,400000.0,2800000.0
Heracles Almelo,2013-12-31,320000.0,800000.0
NEC Nijmegen,2013-12-31,300000.0,2100000.0
PEC Zwolle,2013-12-31,175000.0,0.0
RKC Waalwijk,2013-12-31,150000.0,0.0
Willem II,2013-12-31,25000.0,0.0
Roda JC Kerkrade,2013-12-31,10000.0,2500000.0
NAC Breda,2013-12-31,,1700000.0
PSV Eindhoven,2014-12-31,15560000.0,44830000.0
Ajax Amsterdam,2014-12-31,6800000.0,24550000.0
FC Twente,2014-12-31,6250000.0,14700000.0
AZ Alkmaar,2014-12-31,4750000.0,18700000.0
Feyenoord Rotterdam,2014-12-31,3000000.0,0.0
SC Heerenveen,2014-12-31,1900000.0,12000000.0
NEC Nijmegen,2014-12-31,800000.0,200000.0
FC Groningen,2014-12-31,650000.0,4390000.0
PEC Zwolle,2014-12-31,635000.0,650000.0
Heracles Almelo,2014-12-31,300000.0,3000000.0
Roda JC Kerkrade,2014-12-31,250000.0,1500000.0
ADO Den Haag,2014-12-31,100000.0,0.0
NAC Breda,2014-12-31,,3650000.0
SC Cambuur,2014-12-31,,0.0
FC Utrecht,2014-12-31,,4700000.0
RKC Waalwijk,2014-12-31,,625000.0
Vitesse,2014-12-31,,26400000.0
Go Ahead Eagles,2014-12-31,,0.0
Ajax Amsterdam,2015-12-31,12800000.0,30050000.0
Feyenoord Rotterdam,2015-12-31,8700000.0,31700000.0
FC Twente,2015-12-31,5600000.0,25610000.0
PSV Eindhoven,2015-12-31,5500000.0,4800000.0
FC Groningen,2015-12-31,4350000.0,9820000.0
SC Heerenveen,2015-12-31,3150000.0,22800000.0
AZ Alkmaar,2015-12-31,1500000.0,3500000.0
Vitesse,2015-12-31,500000.0,0.0
PEC Zwolle,2015-12-31,500000.0,3250000.0
SC Cambuur,2015-12-31,50000.0,460000.0
NAC Breda,2015-12-31,,0.0
FC Utrecht,2015-12-31,,6600000.0
Willem II,2015-12-31,,0.0
Excelsior Rotterdam,2015-12-31,,600000.0
ADO Den Haag,2015-12-31,,900000.0
Heracles Almelo,2015-12-31,,0.0
Go Ahead Eagles,2015-12-31,,260000.0
FC Dordrecht,2015-12-31,,0.0
PSV Eindhoven,2016-12-31,20300000.0,57500000.0
Ajax Amsterdam,2016-12-31,11300000.0,6000000.0
Feyenoord Rotterdam,2016-12-31,10500000.0,18800000.0
AZ Alkmaar,2016-12-31,4700000.0,19800000.0
FC Groningen,2016-12-31,3700000.0,5440000.0
SC Heerenveen,2016-12-31,3450000.0,4450000.0
Vitesse,2016-12-31,1450000.0,8000000.0
FC Utrecht,2016-12-31,950000.0,0.0
NEC Nijmegen,2016-12-31,450000.0,2350000.0
Willem II,2016-12-31,300000.0,1500000.0
Excelsior Rotterdam,2016-12-31,300000.0,675000.0
Heracles Almelo,2016-12-31,300000.0,3350000.0
PEC Zwolle,2016-12-31,100000.0,4950000.0
SC Cambuur,2016-12-31,75000.0,700000.0
De Graafschap,2016-12-31,50000.0,300000.0
Roda JC Kerkrade,2016-12-31,,300000.0
FC Twente,2016-12-31,,21750000.0
ADO Den Haag,2016-12-31,,2000000.0
Ajax Amsterdam,2017-12-31,45500000.0,80500000.0
PSV Eindhoven,2017-12-31,5250000.0,16550000.0
AZ Alkmaar,2017-12-31,4350000.0,27300000.0
Feyenoord Rotterdam,2017-12-31,3500000.0,2600000.0
Roda JC Kerkrade,2017-12-31,995000.0,0.0
NEC Nijmegen,2017-12-31,975000.0,2350000.0
Vitesse,2017-12-31,600000.0,5850000.0
PEC Zwolle,2017-12-31,600000.0,0.0
FC Utrecht,2017-12-31,500000.0,9230000.0
Heracles Almelo,2017-12-31,500000.0,4850000.0
FC Twente,2017-12-31,350000.0,14500000.0
SC Heerenveen,2017-12-31,250000.0,250000.0
ADO Den Haag,2017-12-31,200000.0,950000.0
Willem II,2017-12-31,150000.0,0.0
FC Groningen,2017-12-31,,1480000.0
Sparta Rotterdam,2017-12-31,,0.0
Excelsior Rotterdam,2017-12-31,,0.0
Go Ahead Eagles,2017-12-31,,300000.0
PSV Eindhoven,2018-12-31,27900000.0,43350000.0
Feyenoord Rotterdam,2018-12-31,26800000.0,33299999.999999996
Ajax Amsterdam,2018-12-31,26250000.0,83200000.0
AZ Alkmaar,2018-12-31,5700000.0,12000000.0
SC Heerenveen,2018-12-31,4650000.0,14200000.0
Vitesse,2018-12-31,4450000.0,22200000.0
FC Utrecht,2018-12-31,1100000.0,16000000.0
FC Twente,2018-12-31,700000.0,4450000.0
Heracles Almelo,2018-12-31,700000.0,6370000.0
FC Groningen,2018-12-31,375000.0,4250000.0
NAC Breda,2018-12-31,300000.0,350000.0
Excelsior Rotterdam,2018-12-31,300000.0,0.0
Willem II,2018-12-31,225000.0,150000.0
Roda JC Kerkrade,2018-12-31,,950000.0
Sparta Rotterdam,2018-12-31,,3750000.0
ADO Den Haag,2018-12-31,,43000.0
PEC Zwolle,2018-12-31,,0.0
VVV-Venlo,2018-12-31,,0.0
Ajax Amsterdam,2019-12-31,52950000.0,17550000.0
PSV Eindhoven,2019-12-31,21250000.0,17550000.0
AZ Alkmaar,2019-12-31,6800000.0,30230000.0
Vitesse,2019-12-31,4139999.9999999995,500000.0
FC Groningen,2019-12-31,3200000.0,2500000.0
FC Utrecht,2019-12-31,2550000.0,6400000.0
PEC Zwolle,2019-12-31,2180000.0,5250000.0
Feyenoord Rotterdam,2019-12-31,2000000.0,8950000.0
SC Heerenveen,2019-12-31,1890000.0,10300000.0
Heracles Almelo,2019-12-31,400000.0,3000000.0
Fortuna Sittard,2019-12-31,160000.0,0.0
Willem II,2019-12-31,100000.0,3500000.0
FC Emmen,2019-12-31,50000.0,0.0
NAC Breda,2019-12-31,,900000.0
De Graafschap,2019-12-31,,0.0
Excelsior Rotterdam,2019-12-31,,750000.0
ADO Den Haag,2019-12-31,,2300000.0
VVV-Venlo,2019-12-31,,1000000.0
Ajax Amsterdam,2020-12-31,59250000.0,218200000.0
PSV Eindhoven,2020-12-31,33000000.0,95450000.0
Feyenoord Rotterdam,2020-12-31,11300000.0,22400000.0
AZ Alkmaar,2020-12-31,6500000.0,19300000.0
SC Heerenveen,2020-12-31,3300000.0,12850000.0
Vitesse,2020-12-31,2500000.0,8600000.0
FC Utrecht,2020-12-31,1600000.0,3650000.0
PEC Zwolle,2020-12-31,1350000.0,5900000.0
FC Emmen,2020-12-31,500000.0,1570000.0
VVV-Venlo,2020-12-31,500000.0,2500000.0
Willem II,2020-12-31,250000.0,780000.0
Fortuna Sittard,2020-12-31,200000.0,0.0
FC Groningen,2020-12-31,150000.0,15950000.0
RKC Waalwijk,2020-12-31,100000.0,500000.0
Heracles Almelo,2020-12-31,24000.0,8350000.0
FC Twente,2020-12-31,,0.0
Sparta Rotterdam,2020-12-31,,3300000.0
ADO Den Haag,2020-12-31,,2300000.0
Ajax Amsterdam,2021-12-31,62500000.0,109500000.0
PSV Eindhoven,2021-12-31,15500000.0,9200000.0
Feyenoord Rotterdam,2021-12-31,6440000.0,0.0
SC Heerenveen,2021-12-31,5050000.0,12200000.0
AZ Alkmaar,2021-12-31,2600000.0,12850000.0
FC Groningen,2021-12-31,2080000.0,5450000.0
Willem II,2021-12-31,1080000.0,385000.0
Heracles Almelo,2021-12-31,1060000.0,5200000.0
Fortuna Sittard,2021-12-31,800000.0,2400000.0
FC Emmen,2021-12-31,350000.0,25000.0
VVV-Venlo,2021-12-31,200000.0,600000.0
Sparta Rotterdam,2021-12-31,100000.0,2200000.0
FC Utrecht,2021-12-31,,4850000.0
RKC Waalwijk,2021-12-31,,20000.0
FC Twente,2021-12-31,,50000.0
Vitesse,2021-12-31,,0.0
ADO Den Haag,2021-12-31,,200000.0
PEC Zwolle,2021-12-31,,1700000.0
Ajax Amsterdam,2022-12-31,18500000.0,34000000.0
PSV Eindhoven,2022-12-31,8500000.0,55170000.0
AZ Alkmaar,2022-12-31,6950000.0,49000000.0
FC Groningen,2022-12-31,4080000.0,10000000.0
Feyenoord Rotterdam,2022-12-31,2450000.0,6700000.0
FC Utrecht,2022-12-31,1200000.0,0.0
Willem II,2022-12-31,750000.0,6000000.0
SC Heerenveen,2022-12-31,600000.0,2000000.0
Heracles Almelo,2022-12-31,250000.0,0.0
SC Cambuur,2022-12-31,,0.0
RKC Waalwijk,2022-12-31,,200000.0
